complaint_text,category
My parcel shows custom clearance failed but no reason or action step is given. Please fix this bug/issue as soon as possible.,Delivery Issue
I was charged an extra convenience fee of Rs 999 that was not mentioned before. Very frustrating experience with this platform.,Billing Issue
My transaction failed at checkout due to payment gateway error #62581.,Payment Issue
Filter dropdown is not functioning and freezes the browser tab. No one is addressing this despite multiple attempts.,Technical Issue
My subscription box for this month was never dispatched despite being charged. Please help resolve this immediately.,Delivery Issue
I was debited the international rate even though I was browsing from India.,Billing Issue
Real-time chat messages are not being delivered instantly. Kindly look into this issue at the earliest.,Technical Issue
Captcha on the user access my account page is constantly showing verification failed error. This is impacting my daily workflow severely.,Account Issue
Support agent was rude when I asked them to transfer me to a senior executive. I have already sent multiple emails without response.,Service Issue
I am unable to change my account username and security credentials. I expect a prompt resolution from the concerned department.,Account Issue
Delivery was scheduled for morning slot but arrived at 11 PM at night.,Delivery Issue
My written grievance letter sent via post was returned as undeliverable. Please look into this as soon as possible.,Service Issue
My account shows an incorrect subscription tier despite paying for premium.,Account Issue
Filter dropdown is not functioning and freezes the browser tab. I have already sent multiple emails without response.,Technical Issue
CSS layout breaks completely when the browser zoom exceeds 110 percent.,Technical Issue
I requested a manager callback three days ago but have received no follow-up. Urgent attention required for this critical issue.,Service Issue
Data synchronization between mobile app and web portal is failing constantly. Kindly escalate this to senior management.,Technical Issue
The application restarts automatically every time I navigate to the settings tab. Please fix this bug/issue as soon as possible.,Technical Issue
Billing department did not adjust the credit note on my current statement. Kindly look into this issue at the earliest.,Billing Issue
Invoice #79951 contains items that were out of stock and removed from my order.,Billing Issue
Security deposit of Rs 3500 was not reflected as credit in the final bill. Urgent attention required for this critical issue.,Billing Issue
Screen recording feature produces corrupted video output files. I need an immediate resolution or refund.,Technical Issue
I paid through debit card but received an SMS saying payment declined after deduction.,Payment Issue
Payment gateway keeps declining my card even though there are sufficient funds. I have already sent multiple emails without response.,Payment Issue
The price listed on the invoice #61068 is higher than the product listing price.,Billing Issue
The feedback submitted after service interaction is never acknowledged or acted upon. Please take necessary action to fix this.,Service Issue
All saved addresses in my account have disappeared after the app update.,Account Issue
Authentication token refresh is failing causing automatic logouts. Please fix this bug/issue as soon as possible.,Technical Issue
The courier broke a fragile electronic item by placing heavy boxes on top. Please fix this bug/issue as soon as possible.,Delivery Issue
My invoice displays an outdated billing address despite updating profile details. Please take necessary action to fix this.,Billing Issue
The service center technician did not show up for the scheduled home appointment. I have already sent multiple emails without response.,Service Issue
I am unable to complete transaction because the OTP keeps failing on every attempt. Looking forward to a quick resolution from your side.,Payment Issue
Staff at the local service center was unprofessional and refused service. This has happened multiple times this week.,Service Issue
Executive refused to escalate my grievance to higher tier management. I have already sent multiple emails without response.,Service Issue
Support portal rejects ticket creation and displays contact administrator message. This is impacting my daily workflow severely.,Service Issue
My organization admin removed my access but I should still have permissions. This is impacting my daily workflow severely.,Account Issue
Encountering database connection error during search query execution. No one is addressing this despite multiple attempts.,Technical Issue
Perishable goods arrived spoiled due to extensive courier transit delays. I have been facing this problem since yesterday.,Delivery Issue
My urgent medical supplies order delivery was delayed by 72 hours without notification.,Delivery Issue
No response from support team regarding my critical issue escalated last week. I have already sent multiple emails without response.,Service Issue
The early termination fee on my profile exceeds the contractual limit.,Billing Issue
My written grievance letter sent via post was returned as undeliverable. Kindly look into this issue at the earliest.,Service Issue
Cannot deactivate or delete my old account despite following instructions.,Account Issue
I have been billed for equipment rental even though I returned the device.,Billing Issue
Double billing on my monthly recurring statement for invoice #36624. No one is addressing this despite multiple attempts.,Billing Issue
Payment failed at the gateway checkout but amount was cut from my savings user account This has happened multiple times this week.,Payment Issue
My corporate billing account is receiving invoices for a personal user account charges. Looking forward to a quick resolution from your side.,Billing Issue
I am receiving a persistent JavaScript console error when clicking the submit button.,Technical Issue
Cashback and refund amount of Rs 150 not credited back to my account. This is impacting my daily workflow severely.,Payment Issue
I was debited for both the old and new plan during the same billing period. Kindly look into this issue at the earliest.,Billing Issue
Transaction ID 46458 shows success on bank portal but failed on the shopping site. Awaiting your prompt reply and action.,Payment Issue
Support told me to check my account but I cannot log in to do so.,Account Issue
I am unable to complete payment because the OTP keeps failing on every attempt.,Payment Issue
The interface suffers from severe memory leaks causing browser tab to crash.,Technical Issue
I cancelled my premium membership last month but was still billed for this billing cycle. Awaiting your prompt reply and action.,Billing Issue
NACH mandate deducted EMI from my account but the loan account isn't updated. Kindly investigate and provide an update today.,Payment Issue
Unsatisfactory response provided for warranty claim service request #25543.,Service Issue
Received phishing warning alert regarding compromised password on my account. Kindly escalate this to senior management.,Account Issue
Two-way sync between desktop and mobile keeps reverting changes. Awaiting your prompt reply and action.,Technical Issue
I paid the full amount but only half of the order was processed by the payment system.,Payment Issue
Order shipment #61684 is lost in transit and logistics support has no update.,Delivery Issue
The chat support bot is useless and loops around without connecting to a human agent. No one is addressing this despite multiple attempts.,Service Issue
Delivery executive demanded extra cash on delivery amount beyond invoice total. Kindly investigate and provide an update today.,Delivery Issue
The PWA does not install correctly on Android Chrome browser. Please fix this bug/issue as soon as possible.,Technical Issue
Dark pattern in settings made me accidentally close my account Please take necessary action to fix this.,Account Issue
My linked payment method was removed from the account without my authorization.,Account Issue
The app crashes with an uncaught null pointer exception when editing profile. I am extremely disappointed with the handling of this matter.,Technical Issue
Calendar widget fails to load available slots showing empty months. No one is addressing this despite multiple attempts.,Technical Issue
Authentication token refresh is failing causing automatic logouts.,Technical Issue
The PWA does not install correctly on Android Chrome browser.,Technical Issue
I noticed an unexpected hidden fee of Rs 7500 on my latest monthly bill. I have been facing this problem since yesterday.,Billing Issue
Barcode scanner freezes the device camera when scanning product codes.,Technical Issue
Login screen says account does not exist even though I registered yesterday. Kindly look into this issue at the earliest.,Account Issue
Cancellation fee was wrongly charged to my account after cancelling within free window. This is impacting my daily workflow severely.,Billing Issue
Estimated delivery date has been rescheduled 4 times without any explanation. This has happened multiple times this week.,Delivery Issue
My account has been blocked after 3 incorrect password attempts with no unlock option. Please fix this bug/issue as soon as possible.,Account Issue
The background location service crashes the app on battery saver mode. Looking forward to a quick resolution from your side.,Technical Issue
The delivery slot I selected was ignored and delivery attempted at wrong time. I have already sent multiple emails without response.,Delivery Issue
The support representative was extremely rude and unhelpful during our phone call.,Service Issue
Repeated follow-ups on complaint #52384 have been met with canned automated replies. Kindly investigate and provide an update today.,Service Issue
Repeated follow-ups on complaint #59425 have been met with canned automated replies. Looking forward to a quick resolution from your side.,Service Issue
Refund amount processed by seller is not reflecting in my linked bank account. I need an immediate resolution or refund.,Payment Issue
Two accounts exist for the same PAN number causing conflicts in the system. I need an immediate resolution or refund.,Account Issue
International card transaction was blocked but the amount was still reserved. Please fix this bug/issue as soon as possible.,Payment Issue
The complaint escalation matrix shared on website is completely non-functional. Please help resolve this immediately.,Service Issue
Print invoice button opens empty dialog box with no content inside.,Technical Issue
Two separate bills generated for a single service period causing confusion. Very frustrating experience with this platform.,Billing Issue
My account has been blocked after 3 incorrect password attempts with no unlock option.,Account Issue
I opted for a quarterly billing cycle but was charged monthly with higher rates.,Billing Issue
The application keeps crashing whenever I try to open the dashboard. I am extremely disappointed with the handling of this matter.,Technical Issue
Calendar widget fails to load available slots showing empty months.,Technical Issue
Extra charge of Rs 15499 added for expedited delivery that arrived late. I need an immediate resolution or refund.,Billing Issue
Security questions validation fails despite entering correct answers. Kindly escalate this to senior management.,Account Issue
Encountering database connection error during search query execution. Looking forward to a quick resolution from your side.,Technical Issue
Child account access cannot be authorized from parent account dashboard. Kindly investigate and provide an update today.,Account Issue
Delivery boy demanded delivery charges despite pre-paid order status. This has happened multiple times this week.,Delivery Issue
Received the completely wrong product instead of the item I originally ordered. No one is addressing this despite multiple attempts.,Delivery Issue
Package has been sitting at the local courier facility for 5 days without dispatch. Please look into this as soon as possible.,Delivery Issue
Payment was processed twice because the gateway page froze on the first attempt. Looking forward to a quick resolution from your side.,Payment Issue
Wrong pin code was printed on the label despite correct address in order details. I need an immediate resolution or refund.,Delivery Issue
The account dashboard is showing another user's personal information. I have been facing this problem since yesterday.,Account Issue
Bank shows payment successful but the utility company says dues are still pending. Please look into this as soon as possible.,Payment Issue
Billed for delivery charges even though my order qualified for free shipping. Please help resolve this immediately.,Billing Issue
I noticed an unexpected hidden fee of Rs 3500 on my latest monthly bill. Urgent attention required for this critical issue.,Billing Issue
The courier broke a fragile electronic item by placing heavy boxes on top. Kindly look into this issue at the earliest.,Delivery Issue
My package was marked as delivered on the tracker but I have not received it. Awaiting your prompt reply and action.,Delivery Issue
I received an empty box with packing material and no ordered goods inside. Please look into this as soon as possible.,Delivery Issue
I opted for a quarterly billing cycle but was charged monthly with higher rates. Looking forward to a quick resolution from your side.,Billing Issue
Support staff denied acknowledging the manufacturing defect in my product. I expect a prompt resolution from the concerned department.,Service Issue
My billing receipt has incorrect company details and wrong GST number.,Billing Issue
The interface suffers from severe memory leaks causing browser tab to crash. This has happened multiple times this week.,Technical Issue
Delivery executive demanded extra cash on order delivery amount beyond invoice total.,Delivery Issue
I was charged an extra convenience fee of Rs 15499 that was not mentioned before. Please take necessary action to fix this.,Billing Issue
The AWB number for my shipment is not trackable on any courier website. I expect a prompt resolution from the concerned department.,Delivery Issue
I cannot access my account to check my payment status.,Account Issue
I was given a replacement that is a lower model than my original defective product. Kindly investigate and provide an update today.,Service Issue
Amount Rs 499 is deducted from account but checkout session expired. I am extremely disappointed with the handling of this matter.,Payment Issue
Amount Rs 3500 is deducted from account but checkout session expired. Urgent attention required for this critical issue.,Payment Issue
Promised compensation or callback was never fulfilled by customer relations. Kindly investigate and provide an update today.,Service Issue
Cannot link my Google OAuth or Social sign in account with existing profile. Please take necessary action to fix this.,Account Issue
Perishable goods arrived spoiled due to extensive courier transit delays.,Delivery Issue
My saved card was auto-charged for a subscription I cancelled 2 months ago.,Payment Issue
The return pickup was scheduled but courier never arrived for collection.,Delivery Issue
The account age verification keeps failing despite submitting valid documents.,Account Issue
Unable to update my primary phone number and email address in account profile. Urgent attention required for this critical issue.,Account Issue
I did not receive any acknowledgement or receipt for my successful UPI payment. Very frustrating experience with this platform.,Payment Issue
Money was debited but delivery has not been initiated yet.,Payment Issue
Double deduction occurred on my bank account for single transaction #85156. Urgent attention required for this critical issue.,Payment Issue
I was charged the international rate even though I was browsing from India. Awaiting your prompt reply and action.,Billing Issue
The invoice shows an incorrect total amount that does not match the cart price. Kindly escalate this to senior management.,Billing Issue
customer service executive gave conflicting instructions causing further confusion. Please take necessary action to fix this.,Service Issue
The app is stuck on the infinite loading spinner on the home screen. I have already sent multiple emails without response.,Technical Issue
My monthly subscription auto-renewed and billed my account without any prior reminder. Please fix this bug/issue as soon as possible.,Billing Issue
My card was charged twice for the exact same order invoice. Awaiting your prompt reply and action.,Billing Issue
Duplicate invoice generated for account #51777 resulting in duplicate bank charges. Awaiting your prompt reply and action.,Billing Issue
The account shows logged in from multiple devices I don't own. Looking forward to a quick resolution from your side.,Account Issue
The amount Rs 15499 was charged to my card but the transaction status shows incomplete. Please look into this as soon as possible.,Payment Issue
The app crashes with an uncaught null pointer exception when editing profile.,Technical Issue
Repeated follow-ups on complaint #23824 have been met with canned automated replies. I need an immediate resolution or refund.,Service Issue
Unable to update my primary phone number and email address in profile profile.,Account Issue
My address was on the package label but the shipment went to another city entirely. Please take necessary action to fix this.,Delivery Issue
Courier delivery executive claimed 'Customer not available' without attempting delivery or calling. Kindly look into this issue at the earliest.,Delivery Issue
I forgot my account password and cannot access the registered recovery email. I need an immediate resolution or refund.,Account Issue
Dark pattern in settings made me accidentally close my account.,Account Issue
The delivery partner refused to allow open box inspection as promised. Kindly escalate this to senior management.,Delivery Issue
Package #94985 was returned to sender without my consent or any delivery attempt. Awaiting your prompt reply and action.,Delivery Issue
Bank statement shows deduction of Rs 499 but order history is empty. Please take necessary action to fix this.,Payment Issue
Tampered packaging received with broken seal and missing electronic items.,Delivery Issue
My minor child account was auto-upgraded to adult without parental consent.,Account Issue
Calendar widget fails to load available slots showing empty months. This is impacting my daily workflow severely.,Technical Issue
customer service agent was rude when I asked them to transfer me to a senior executive. Please take necessary action to fix this.,Service Issue
No response from support team regarding my critical issue escalated last week.,Service Issue
I was not informed about the service charge increase before my renewal date. Kindly investigate and provide an update today.,Billing Issue
I was not informed about the service charge increase before my renewal date.,Billing Issue
Customer care email address is bouncing back with mailbox quota exceeded. I expect a prompt resolution from the concerned department.,Service Issue
My organization admin removed my access but I should still have permissions. Please help resolve this immediately.,Account Issue
My card was billed twice for the exact same order billing statement I expect a prompt resolution from the concerned department.,Billing Issue
I was not given any delivery OTP prompt and the item was handed to someone else. I expect a prompt resolution from the concerned department.,Delivery Issue
Recurring credit card charge occurred after I explicitly cancelled the renewal.,Billing Issue
The application crashes whenever a push notification arrives. This is unacceptable service and needs urgent escalation.,Technical Issue
Security deposit of Rs 15499 was not reflected as credit in the final bill. Please take necessary action to fix this.,Billing Issue
I was deducted an unexplained fee labelled miscellaneous charges on my statement. This is unacceptable service and needs urgent escalation.,Billing Issue
Unable to merge my duplicate user profiles registered under the same email. This is impacting my daily workflow severely.,Account Issue
Data export function generates empty CSV files without content. Urgent attention required for this critical issue.,Technical Issue
Account recovery team has not responded to my identity verification ticket #29078. Looking forward to a quick resolution from your side.,Account Issue
Discount promo code was applied at checkout but invoice billed full price without discount. I have already sent multiple emails without response.,Billing Issue
The chat support bot is useless and loops around without connecting to a human agent. This is unacceptable service and needs urgent escalation.,Service Issue
My grievance ticket #21415 was marked as resolved without any solution provided. Please take necessary action to fix this.,Service Issue
Unable to merge my duplicate user profiles registered under the same email. Looking forward to a quick resolution from your side.,Account Issue
My grievance ticket #21146 was marked as resolved without any solution provided. No one is addressing this despite multiple attempts.,Service Issue
Evening shift customer support provides completely different answers than morning shift. I have been facing this problem since yesterday.,Service Issue
I was billed twice for annual maintenance fee on invoice #83464.,Billing Issue
Cannot link my Google OAuth or Social Login account with existing profile. I have been facing this problem since yesterday.,Account Issue
Payment gateway keeps declining my card even though there are sufficient funds. This has happened multiple times this week.,Payment Issue
I did not receive any acknowledgement or receipt for my successful UPI payment Urgent attention required for this critical issue.,Payment Issue
Tracking status has been stuck at 'In Transit' for over 10 consecutive days. I have been facing this problem since yesterday.,Delivery Issue
The money was deducted via PhonePe but the cart emptied without confirmation. Please fix this bug/issue as soon as possible.,Payment Issue
Captcha on the user login page is constantly showing verification failed error. I expect a prompt resolution from the concerned department.,Account Issue
Session expires abruptly within 30 seconds of logging into the portal. Please look into this as soon as possible.,Technical Issue
The application crashes whenever a push notification arrives. I have been facing this problem since yesterday.,Technical Issue
KYC document verification is stuck in pending review status for two weeks.,Account Issue
Courier company marked fake parcel attempt stating wrong address provided. Kindly look into this issue at the earliest.,Delivery Issue
Express shipping paid for next-day delivery took over a week to arrive. Please fix this bug/issue as soon as possible.,Delivery Issue
Refund for cancelled order #72070 is not credited to my original transfer method. I need an immediate resolution or refund.,Payment Issue
I paid the full amount but only half of the order was processed by the payment system. I am extremely disappointed with the handling of this matter.,Payment Issue
The map integration on the delivery tracking page shows a blank tile. Kindly investigate and provide an update today.,Technical Issue
My reward points were debited but the payment still deducted full amount. No one is addressing this despite multiple attempts.,Payment Issue
The map integration on the delivery tracking page shows a blank tile.,Technical Issue
Customer care supervisor refused to provide refund confirmation in writing. This is unacceptable service and needs urgent escalation.,Service Issue
Image upload fails with error code 413 payload too large for small photos.,Technical Issue
I was not given any shipment OTP prompt and the item was handed to someone else. I have already sent multiple emails without response.,Delivery Issue
profile recovery team has not responded to my identity verification ticket #79178. Please look into this as soon as possible.,Account Issue
The checkout button is greyed out and unclickable despite filling all fields. No one is addressing this despite multiple attempts.,Technical Issue
No response from support team regarding my critical issue escalated last week. I expect a prompt resolution from the concerned department.,Service Issue
Order delivered to an unknown neighbor without contacting me for an OTP. This has happened multiple times this week.,Delivery Issue
The package arrived severely damaged with broken contents inside the box.,Delivery Issue
The payment failed message appeared but my bank balance reduced significantly.,Payment Issue
My account was locked right after I made a payment.,Account Issue
The AWB number for my shipment is not trackable on any courier website.,Delivery Issue
Payment was processed twice because the gateway page froze on the first attempt. Kindly look into this issue at the earliest.,Payment Issue
My monthly subscription auto-renewed and billed my account without any prior reminder. Very frustrating experience with this platform.,Billing Issue
Biometric fingerprint login fails repeatedly and prompts for password reset. No one is addressing this despite multiple attempts.,Account Issue
Received invoice #76809 with wrong product description and wrong unit price.,Billing Issue
Cancellation fee was wrongly charged to my account after cancelling within free window. Please fix this bug/issue as soon as possible.,Billing Issue
Refund amount processed by seller is not reflecting in my linked bank account. Kindly escalate this to senior management.,Payment Issue
Service team failed to fix the same issue after 3 separate visits. I expect a prompt resolution from the concerned department.,Service Issue
I have been billed for equipment rental even though I returned the device. I have already sent multiple emails without response.,Billing Issue
Refund amount processed by seller is not reflecting in my linked bank account. I have already sent multiple emails without response.,Payment Issue
Cannot complete mandatory two-step verification because SMS gateway is failing.,Account Issue
My corporate billing account is receiving invoices for a personal account charges. Looking forward to a quick resolution from your side.,Billing Issue
The service center technician did not show up for the scheduled home appointment.,Service Issue
The money was deducted via PhonePe but the cart emptied without confirmation. Kindly look into this issue at the earliest.,Payment Issue
Data synchronization between mobile app and web portal is failing constantly. Please help resolve this immediately.,Technical Issue
The chat support bot is useless and loops around without connecting to a human agent. Looking forward to a quick resolution from your side.,Service Issue
I was not informed about the service charge increase before my renewal date. I expect a prompt resolution from the concerned department.,Billing Issue
My cold chain shipment arrived at room temperature and is unsafe to consume. Very frustrating experience with this platform.,Delivery Issue
Captcha on the user login page is constantly showing verification failed error.,Account Issue
The application restarts automatically every time I navigate to the settings tab. I expect a prompt resolution from the concerned department.,Technical Issue
Real-time chat messages are not being delivered instantly. I have already sent multiple emails without response.,Technical Issue
Service engineer arrived 4 hours late without prior notification. Please look into this as soon as possible.,Service Issue
"My credit card was charged for transaction 78955, but no order receipt was generated.",Payment Issue
CSS layout breaks completely when the browser zoom exceeds 110 percent. I have been facing this problem since yesterday.,Technical Issue
The payment gateway fails specifically on the billing summary page.,Technical Issue
Real-time chat messages are not being delivered instantly. Very frustrating experience with this platform.,Technical Issue
I cannot initiate a refund because the money back option is disabled for my order.,Payment Issue
The chat support bot is useless and loops around without connecting to a human agent. Kindly escalate this to senior management.,Service Issue
Terrible after-sales customer service with zero accountability for product defects. I expect a prompt resolution from the concerned department.,Service Issue
The feedback submitted after service interaction is never acknowledged or acted upon. Kindly investigate and provide an update today.,Service Issue
My order was cancelled automatically and I was still billed.,Billing Issue
"I requested a refund 7 days ago for a failed payment, still haven't received my money back. This is unacceptable service and needs urgent escalation.",Payment Issue
My wishlist and cart were emptied without any action from my side. No one is addressing this despite multiple attempts.,Account Issue
helpdesk agent abruptly disconnected the live chat session while I was typing. Awaiting your prompt reply and action.,Service Issue
Cancellation fee was wrongly debited to my account after cancelling within free window. Kindly look into this issue at the earliest.,Billing Issue
The early termination fee on my account exceeds the contractual limit. This is impacting my daily workflow severely.,Billing Issue
Courier delivery executive claimed 'Customer not available' without attempting package or calling.,Delivery Issue
My account was suspended without any reason or violation notice.,Account Issue
Discrepancy in billing: invoice total is Rs 7500 while order total was different. I expect a prompt resolution from the concerned department.,Billing Issue
My account was merged with a different user account without my permission. Kindly escalate this to senior management.,Account Issue
My account was merged with a different user account without my permission. I have already sent multiple emails without response.,Account Issue
I received a notification of an unauthorized login to my account from an unknown IP.,Account Issue
Customer service representative provided inaccurate and misleading information. Kindly look into this issue at the earliest.,Service Issue
Unsatisfactory response provided for warranty claim service request #33536.,Service Issue
Push notifications are not appearing even with all permissions granted. Kindly investigate and provide an update today.,Technical Issue
Phone number used for account verification is no longer accessible to me.,Account Issue
My written grievance letter sent via post was returned as undeliverable. Please help resolve this immediately.,Service Issue
The delivery partner refused to allow open box inspection as promised. Kindly look into this issue at the earliest.,Delivery Issue
The feedback submitted after service interaction is never acknowledged or acted upon. I am extremely disappointed with the handling of this matter.,Service Issue
Data synchronization between mobile app and web portal is failing constantly.,Technical Issue
UI buttons are unresponsive and misaligned on mobile screen resolution. Kindly look into this issue at the earliest.,Technical Issue
Support agent was rude when I asked them to transfer me to a senior executive. No one is addressing this despite multiple attempts.,Service Issue
I was billed twice for annual maintenance fee on invoice #34881. Awaiting your prompt reply and action.,Billing Issue
Remote diagnostic tool used by support staff caused data loss on my device.,Service Issue
Invoice #57303 contains items that were out of stock and removed from my order. Please take necessary action to fix this.,Billing Issue
Card payment gateway timeout caused double charging on the same invoice. This has happened multiple times this week.,Payment Issue
My reward points were debited but the payment still charged full amount.,Payment Issue
Courier delivery executive claimed 'Customer not available' without attempting delivery or calling.,Delivery Issue
The oversize item was refused delivery by the apartment security with no resolution. This is unacceptable service and needs urgent escalation.,Delivery Issue
The heavy furniture item was left in the lobby and not assembled as promised. Please take necessary action to fix this.,Delivery Issue
Cashback and refund amount of Rs 999 not credited back to my account. Please look into this as soon as possible.,Payment Issue
Cannot link my Google OAuth or Social log in account with existing profile.,Account Issue
Auto-complete suggestion dropdown appears behind other page elements.,Technical Issue
No acknowledgment email or ticket number sent after submitting help form.,Service Issue
Calendar widget fails to load available slots showing empty months. Kindly investigate and provide an update today.,Technical Issue
The account dashboard is showing another user's personal information. Looking forward to a quick resolution from your side.,Account Issue
Form validation error appears even when all mandatory input fields are correctly filled.,Technical Issue
The AWB number for my shipment is not trackable on any courier website. Looking forward to a quick resolution from your side.,Delivery Issue
Extra charge of Rs 150 added for expedited delivery that arrived late. Urgent attention required for this critical issue.,Billing Issue
Tax calculation on my invoice is erroneous and exceeds the standard GST percentage. I have already sent multiple emails without response.,Billing Issue
International card transaction was blocked but the amount was still reserved.,Payment Issue
My employer reimbursement invoice is missing the required company GST number. I am extremely disappointed with the handling of this matter.,Billing Issue
The service center technician did not show up for the scheduled home appointment. This is unacceptable service and needs urgent escalation.,Service Issue
Search bar on the web application is broken and returns no results for any query. Urgent attention required for this critical issue.,Technical Issue
Cannot unlink old mobile number from my registered user profile. Urgent attention required for this critical issue.,Account Issue
Received the completely wrong product instead of the item I originally ordered. Please take necessary action to fix this.,Delivery Issue
I made a payment via Apple Pay and the money was deducted without an order confirmation. This is unacceptable service and needs urgent escalation.,Payment Issue
The app freezes on the splash screen and never loads past the logo animation.,Technical Issue
The refund initiated 10 days back hasn't appeared in my bank statement yet. I have already sent multiple emails without response.,Payment Issue
My account was merged with a different user account without my permission.,Account Issue
The checkout button is greyed out and unclickable despite filling all fields. I am extremely disappointed with the handling of this matter.,Technical Issue
My Paytm wallet was debited twice for a single order purchase. No one is addressing this despite multiple attempts.,Payment Issue
The billing page crashes every time I try to view my invoice.,Technical Issue
Cashback and refund amount of Rs 15499 not credited back to my account. I need an immediate resolution or refund.,Payment Issue
I cannot login to my account and password reset link is not being sent. I have been facing this problem since yesterday.,Account Issue
Search bar on the web application is broken and returns no results for any query. Awaiting your prompt reply and action.,Technical Issue
Platform fee deducted from my seller payout without prior disclosure. This has happened multiple times this week.,Billing Issue
Payment gateway error: transaction was debited but vendor claims deduction is unreceived.,Payment Issue
Rupay card payment declined repeatedly even after bank confirmed no issues. Kindly escalate this to senior management.,Payment Issue
Incorrect surge pricing added to my final billing statement without notification.,Billing Issue
Password reset token expired error shown immediately upon clicking reset link. Urgent attention required for this critical issue.,Account Issue
My billing cycle date changed without notification causing mid-month deduction. I expect a prompt resolution from the concerned department.,Billing Issue
The social media support team takes 5 days to reply to direct messages. Very frustrating experience with this platform.,Service Issue
The web dashboard does not load data charts and shows an empty canvas. Kindly investigate and provide an update today.,Technical Issue
My address was on the package label but the shipment went to another city entirely. Kindly investigate and provide an update today.,Delivery Issue
I cannot login to my account and password reset link is not being sent.,Account Issue
The application keeps crashing whenever I try to open the dashboard. Awaiting your prompt reply and action.,Technical Issue
Tax calculation on my invoice is erroneous and exceeds the standard GST percentage. This is impacting my daily workflow severely.,Billing Issue
The automated IVR system disconnects my call after selecting the correct option. Kindly investigate and provide an update today.,Service Issue
Amount Rs 3500 is deducted from account but checkout session expired. Kindly look into this issue at the earliest.,Payment Issue
Payment transfer failed halfway and my funds are currently stuck in escrow.,Payment Issue
I am receiving a persistent JavaScript console error when clicking the submit button. No one is addressing this despite multiple attempts.,Technical Issue
The payment failed message appeared but my bank balance reduced significantly. I have been facing this problem since yesterday.,Payment Issue
Parcel was left unattended outside my gate in the rain and got ruined. Kindly look into this issue at the earliest.,Delivery Issue
Login screen says account does not exist even though I registered yesterday. Very frustrating experience with this platform.,Account Issue
"Debit card OTP was submitted successfully, money deducted, yet payment marked as failed. Awaiting your prompt reply and action.",Payment Issue
The courier broke a fragile electronic item by placing heavy boxes on top. I need an immediate resolution or refund.,Delivery Issue
Refund amount processed by seller is not reflecting in my linked bank account. Kindly investigate and provide an update today.,Payment Issue
The mobile app crashes immediately after I enter my login credentials. Kindly look into this issue at the earliest.,Technical Issue
Customer relationship executive promised a resolution within 24 hours but failed. Please take necessary action to fix this.,Service Issue
Staff at the local service center was unprofessional and refused service. Awaiting your prompt reply and action.,Service Issue
Page fails to render correctly on Google Chrome browser with blank white screen. Please look into this as soon as possible.,Technical Issue
NACH mandate deducted EMI from my account but the loan account isn't updated. No one is addressing this despite multiple attempts.,Payment Issue
No response from customer care team regarding my critical issue escalated last week.,Service Issue
The application keeps crashing whenever I try to open the dashboard. Please help resolve this immediately.,Technical Issue
My billing statement shows charges from your company that I did not authorize.,Billing Issue
My employer reimbursement invoice is missing the required company GST number. Kindly look into this issue at the earliest.,Billing Issue
Two-factor authentication 2FA code generated by authenticator app is rejected as invalid. Please fix this bug/issue as soon as possible.,Account Issue
Initiated refund for transaction #92242 is still pending after two weeks. No one is addressing this despite multiple attempts.,Payment Issue
Dark pattern in settings made me accidentally close my account. This is impacting my daily workflow severely.,Account Issue
Two out of four ordered items were missing from an otherwise sealed carton.,Delivery Issue
The account dashboard is showing another user's personal information. Kindly escalate this to senior management.,Account Issue
Payment gateway keeps declining my card even though there are sufficient funds.,Payment Issue
Payment gateway keeps declining my card even though there are sufficient funds. Please take necessary action to fix this.,Payment Issue
Checkout page showed transaction error but bank sent deduction alert immediately. Please take necessary action to fix this.,Payment Issue
Cannot deactivate or delete my old profile despite following instructions. I am extremely disappointed with the handling of this matter.,Account Issue
The map integration on the delivery tracking page shows a blank tile. I need an immediate resolution or refund.,Technical Issue
The return pickup was scheduled but courier never arrived for collection. This is impacting my daily workflow severely.,Delivery Issue
Live agent keeps transferring my call between departments without resolution.,Service Issue
Customer support is not responding to any of my emails or support tickets.,Service Issue
The mobile app crashes immediately after I enter my login credentials. This is unacceptable service and needs urgent escalation.,Technical Issue
Encountering database connection error during search query execution. I have already sent multiple emails without response.,Technical Issue
I did not receive any acknowledgement or receipt for my successful UPI payment.,Payment Issue
I forgot my account password and cannot access the registered recovery email. Please fix this bug/issue as soon as possible.,Account Issue
Security questions validation fails despite entering correct answers. Kindly investigate and provide an update today.,Account Issue
All saved addresses in my account have disappeared after the app update. Please help resolve this immediately.,Account Issue
customer service agent was rude when I asked them to transfer me to a senior executive.,Service Issue
My billing statement shows charges from your company that I did not authorize. This is unacceptable service and needs urgent escalation.,Billing Issue
I cannot login to my user account and password reset link is not being sent. Looking forward to a quick resolution from your side.,Account Issue
support agent was rude when I asked them to transfer me to a senior executive. Looking forward to a quick resolution from your side.,Service Issue
I cancelled my premium membership last month but was still billed for this billing cycle. Kindly look into this issue at the earliest.,Billing Issue
File attachment in the support ticket form fails with unknown mime error.,Technical Issue
Received invoice #44282 with wrong product description and wrong unit price.,Billing Issue
My organization admin removed my access but I should still have permissions. This is unacceptable service and needs urgent escalation.,Account Issue
Representative spoke in a dismissive tone and refused to log formal complaint. Urgent attention required for this critical issue.,Service Issue
The mobile app crashes immediately after I enter my login credentials.,Technical Issue
